Date,Arsenal,Bournemouth,Brighton,Burnley,Cardiff,Chelsea,Crystal Palace,Everton,Fulham,Huddersfield,Leicester,Liverpool,Man City,Man Utd,Newcastle,Southampton,Spurs,Swansea,Watford,West Ham,Wolves
23/03/2019,0.093266667,0.084266667,0.106,0.226266667,0.134666667,0.1724,0.1374,0.1888,0.0562,0.105066667,0.054266667,0.051,0.159666667,0.102733333,0.0798,0.0995,0.163466667,0.3332,0.143866667,0.087666667,0.094933333
